Label,Message
spam,Deposit 0.01 BTC and get 10x back instantly: http://805.cryptoearnings.biz
spam,Your mobile plan will expire soon. Renew now: http://766.claim-today.org
ham,Can you help troubleshoot the VPN connection later?
ham,Meeting's moved to Friday — updating the calendar.
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Don't forget the phishing awareness webinar on Thursday.
spam,Suspicious SIM change detected. Review your account: http://256.cryptoearnings.biz
ham,I'm uploading the Q1 security audit report now.
ham,Thanks for reviewing the new device policy doc.
spam,Suspicious withdrawal of $2511.11 detected. Verify immediately: http://905.updatelink.co
ham,"Hey, let's grab coffee after the team sync?"
ham,Sending the final report to the SOC team now.
spam,Your tax return was flagged for fraud. Respond here: http://72.gov-secure.net
spam,Your medical test results are in. View securely: http://920.gov-secure.net
spam,Earn free Bitcoin now. Only a few spots left: http://350.updatelink.co
spam,Insurance claim denied. Appeal by clicking here: http://548.auth-fix.com
ham,I'll send the logs over after lunch.
spam,Your medical test results are in. View securely: http://885.updatelink.co
ham,Meeting's moved to Friday — updating the calendar.
spam,Earn free Bitcoin now. Only a few spots left: http://548.claim-today.org
spam,IRS notice: You owe $3013.03 in back taxes. Pay now to avoid legal action: http://702.auth-fix.com
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://264.auth-fix.com
spam,New sign-in from unknown device. Confirm identity: http://684.auth-fix.com
spam,Critical security update required. Click to download patch: http://908.gov-secure.net
ham,I'll send the logs over after lunch.
spam,Your medical test results are in. View securely: http://842.auth-fix.com
ham,Sending the final report to the SOC team now.
ham,Thanks for reviewing the new device policy doc.
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Lunch is on me today if you’re free.
ham,Lunch is on me today if you’re free.
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://592.claim-today.org"
ham,Have you seen the updated incident response flow?
spam,Suspicious SIM change detected. Review your account: http://391.auth-fix.com
spam,Critical security update required. Click to download patch: http://644.auth-fix.com
ham,Sending the final report to the SOC team now.
ham,Have you seen the updated incident response flow?
ham,Can you help troubleshoot the VPN connection later?
ham,"Hey, let's grab coffee after the team sync?"
ham,Don't forget the phishing awareness webinar on Thursday.
ham,"Hey, let's grab coffee after the team sync?"
ham,Have you seen the updated incident response flow?
spam,Insurance claim denied. Appeal by clicking here: http://623.cryptoearnings.biz
ham,Have you seen the updated incident response flow?
spam,You're the lucky winner of our sweepstakes. Confirm details: http://465.cryptoearnings.biz
ham,Thanks for reviewing the new device policy doc.
spam,Your tax return was flagged for fraud. Respond here: http://810.updatelink.co
ham,Lunch is on me today if you’re free.
ham,Can you help troubleshoot the VPN connection later?
ham,I'm uploading the Q1 security audit report now.
spam,Reset your password now or lose access to your account: http://467.cryptoearnings.biz
ham,Have you seen the updated incident response flow?
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://907.gov-secure.net
ham,Lunch is on me today if you’re free.
spam,Suspicious withdrawal of $502.36 detected. Verify immediately: http://457.updatelink.co
spam,Insurance claim denied. Appeal by clicking here: http://869.cryptoearnings.biz
ham,Sending the final report to the SOC team now.
spam,Your computer is infected! Call Microsoft Support now: http://306.auth-fix.com
ham,Can you help troubleshoot the VPN connection later?
spam,Receipt for your $$1132.46 purchase is attached. Open here: http://608.auth-fix.com
spam,Your tax return was flagged for fraud. Respond here: http://74.claim-today.org
spam,You're the lucky winner of our sweepstakes. Confirm details: http://496.updatelink.co
spam,Suspicious withdrawal of $2662.81 detected. Verify immediately: http://702.auth-fix.com
spam,Suspicious withdrawal of $4862.69 detected. Verify immediately: http://39.cryptoearnings.biz
ham,Don't forget the phishing awareness webinar on Thursday.
spam,Earn free Bitcoin now. Only a few spots left: http://283.updatelink.co
ham,Can you help troubleshoot the VPN connection later?
ham,"Hey, let's grab coffee after the team sync?"
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Lunch is on me today if you’re free.
spam,Your computer is infected! Call Microsoft Support now: http://508.updatelink.co
ham,Don't forget the phishing awareness webinar on Thursday.
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://741.gov-secure.net
ham,Lunch is on me today if you’re free.
spam,Your computer is infected! Call Microsoft Support now: http://692.updatelink.co
ham,Can you help troubleshoot the VPN connection later?
ham,Thanks for reviewing the new device policy doc.
ham,I'm uploading the Q1 security audit report now.
ham,Can you help troubleshoot the VPN connection later?
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://999.cryptoearnings.biz"
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://169.claim-today.org
ham,Thanks for reviewing the new device policy doc.
ham,Sending the final report to the SOC team now.
ham,I'll send the logs over after lunch.
spam,Order #814266 cannot be delivered. Reschedule now: http://859.updatelink.co
ham,Sending the final report to the SOC team now.
ham,Thanks for reviewing the new device policy doc.
ham,Thanks for reviewing the new device policy doc.
ham,Sending the final report to the SOC team now.
spam,Insurance claim denied. Appeal by clicking here: http://660.updatelink.co
spam,Earn free Bitcoin now. Only a few spots left: http://528.updatelink.co
spam,Your medical test results are in. View securely: http://603.cryptoearnings.biz
spam,Insurance claim denied. Appeal by clicking here: http://509.claim-today.org
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://208.gov-secure.net"
ham,Lunch is on me today if you’re free.
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Meeting's moved to Friday — updating the calendar.
ham,Don't forget the phishing awareness webinar on Thursday.
spam,Insurance claim denied. Appeal by clicking here: http://924.updatelink.co
spam,Order #629133 cannot be delivered. Reschedule now: http://556.auth-fix.com
spam,New sign-in from unknown device. Confirm identity: http://815.updatelink.co
ham,Lunch is on me today if you’re free.
spam,Your mobile plan will expire soon. Renew now: http://943.claim-today.org
ham,I'll send the logs over after lunch.
spam,Your medical test results are in. View securely: http://50.gov-secure.net
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://991.auth-fix.com
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://177.claim-today.org"
ham,"Hey, let's grab coffee after the team sync?"
ham,Meeting's moved to Friday — updating the calendar.
spam,Receipt for your $$4638.36 purchase is attached. Open here: http://44.claim-today.org
spam,IRS notice: You owe $1312.16 in back taxes. Pay now to avoid legal action: http://354.cryptoearnings.biz
spam,New sign-in from unknown device. Confirm identity: http://495.cryptoearnings.biz
ham,Sending the final report to the SOC team now.
ham,Thanks for reviewing the new device policy doc.
spam,Your mobile plan will expire soon. Renew now: http://388.gov-secure.net
ham,Meeting's moved to Friday — updating the calendar.
ham,"Hey, let's grab coffee after the team sync?"
ham,Meeting's moved to Friday — updating the calendar.
spam,Earn free Bitcoin now. Only a few spots left: http://851.updatelink.co
ham,Sending the final report to the SOC team now.
ham,Can you help troubleshoot the VPN connection later?
ham,Have you seen the updated incident response flow?
spam,You're the lucky winner of our sweepstakes. Confirm details: http://536.gov-secure.net
spam,Critical security update required. Click to download patch: http://610.auth-fix.com
ham,Don't forget the phishing awareness webinar on Thursday.
spam,Reset your password now or lose access to your account: http://432.gov-secure.net
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Thanks for reviewing the new device policy doc.
ham,Meeting's moved to Friday — updating the calendar.
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://175.updatelink.co
ham,"Hey, let's grab coffee after the team sync?"
ham,"Hey, let's grab coffee after the team sync?"
spam,Insurance claim denied. Appeal by clicking here: http://558.gov-secure.net
ham,Sending the final report to the SOC team now.
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://780.updatelink.co"
ham,Can you help troubleshoot the VPN connection later?
ham,I'm uploading the Q1 security audit report now.
ham,Meeting's moved to Friday — updating the calendar.
spam,New sign-in from unknown device. Confirm identity: http://464.auth-fix.com
ham,Meeting's moved to Friday — updating the calendar.
spam,IRS notice: You owe $3414.64 in back taxes. Pay now to avoid legal action: http://411.gov-secure.net
spam,Reset your password now or lose access to your account: http://230.updatelink.co
spam,Your tax return was flagged for fraud. Respond here: http://675.gov-secure.net
ham,Sending the final report to the SOC team now.
ham,Don't forget the phishing awareness webinar on Thursday.
ham,I'm uploading the Q1 security audit report now.
spam,Your medical test results are in. View securely: http://33.gov-secure.net
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Thanks for reviewing the new device policy doc.
spam,New sign-in from unknown device. Confirm identity: http://185.auth-fix.com
ham,"Hey, let's grab coffee after the team sync?"
spam,Suspicious SIM change detected. Review your account: http://632.updatelink.co
ham,Can you help troubleshoot the VPN connection later?
ham,Sending the final report to the SOC team now.
ham,Meeting's moved to Friday — updating the calendar.
spam,Critical security update required. Click to download patch: http://801.updatelink.co
ham,Have you seen the updated incident response flow?
spam,Invoice #44312 needs payment today. See details: http://424.cryptoearnings.biz
ham,"Hey, let's grab coffee after the team sync?"
ham,"Hey, let's grab coffee after the team sync?"
ham,Can you help troubleshoot the VPN connection later?
spam,Earn free Bitcoin now. Only a few spots left: http://348.gov-secure.net
ham,Can you help troubleshoot the VPN connection later?
ham,Have you seen the updated incident response flow?
spam,Your tax return was flagged for fraud. Respond here: http://318.auth-fix.com
spam,Suspicious withdrawal of $2045.60 detected. Verify immediately: http://733.cryptoearnings.biz
spam,New sign-in from unknown device. Confirm identity: http://719.gov-secure.net
ham,Meeting's moved to Friday — updating the calendar.
ham,I'll send the logs over after lunch.
ham,Thanks for reviewing the new device policy doc.
ham,Have you seen the updated incident response flow?
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Meeting's moved to Friday — updating the calendar.
ham,Can you help troubleshoot the VPN connection later?
spam,New sign-in from unknown device. Confirm identity: http://324.auth-fix.com
spam,New sign-in from unknown device. Confirm identity: http://338.cryptoearnings.biz
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://946.gov-secure.net
ham,Thanks for reviewing the new device policy doc.
ham,I'll send the logs over after lunch.
ham,Thanks for reviewing the new device policy doc.
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://530.auth-fix.com"
spam,Suspicious SIM change detected. Review your account: http://112.claim-today.org
spam,Your tax return was flagged for fraud. Respond here: http://537.auth-fix.com
ham,Meeting's moved to Friday — updating the calendar.
ham,I'll send the logs over after lunch.
ham,Have you seen the updated incident response flow?
spam,Insurance claim denied. Appeal by clicking here: http://954.updatelink.co
ham,Can you help troubleshoot the VPN connection later?
spam,Insurance claim denied. Appeal by clicking here: http://893.claim-today.org
ham,Can you help troubleshoot the VPN connection later?
spam,Earn free Bitcoin now. Only a few spots left: http://838.updatelink.co
spam,IRS notice: You owe $3137.96 in back taxes. Pay now to avoid legal action: http://554.claim-today.org
ham,Sending the final report to the SOC team now.
spam,Your medical test results are in. View securely: http://292.updatelink.co
ham,Thanks for reviewing the new device policy doc.
spam,Your computer is infected! Call Microsoft Support now: http://660.auth-fix.com
spam,Insurance claim denied. Appeal by clicking here: http://360.cryptoearnings.biz
spam,You're the lucky winner of our sweepstakes. Confirm details: http://783.claim-today.org
spam,Invoice #44312 needs payment today. See details: http://677.auth-fix.com
ham,I'm uploading the Q1 security audit report now.
spam,Reset your password now or lose access to your account: http://732.claim-today.org
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://935.claim-today.org
ham,Lunch is on me today if you’re free.
spam,Order #255572 cannot be delivered. Reschedule now: http://816.claim-today.org
spam,Critical security update required. Click to download patch: http://452.auth-fix.com
ham,Sending the final report to the SOC team now.
spam,You're the lucky winner of our sweepstakes. Confirm details: http://137.updatelink.co
spam,New sign-in from unknown device. Confirm identity: http://418.gov-secure.net
ham,Have you seen the updated incident response flow?
ham,Thanks for reviewing the new device policy doc.
spam,Deposit 0.01 BTC and get 10x back instantly: http://372.claim-today.org
ham,Thanks for reviewing the new device policy doc.
spam,Suspicious withdrawal of $1619.73 detected. Verify immediately: http://581.updatelink.co
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://522.auth-fix.com
ham,Meeting's moved to Friday — updating the calendar.
ham,Can you help troubleshoot the VPN connection later?
ham,I'll send the logs over after lunch.
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://945.auth-fix.com"
spam,Suspicious SIM change detected. Review your account: http://85.claim-today.org
spam,Your tax return was flagged for fraud. Respond here: http://648.auth-fix.com
spam,New sign-in from unknown device. Confirm identity: http://698.claim-today.org
spam,Insurance claim denied. Appeal by clicking here: http://124.claim-today.org
ham,I'm uploading the Q1 security audit report now.
ham,I'll send the logs over after lunch.
ham,Lunch is on me today if you’re free.
spam,Reset your password now or lose access to your account: http://578.gov-secure.net
spam,Your computer is infected! Call Microsoft Support now: http://893.updatelink.co
spam,New sign-in from unknown device. Confirm identity: http://832.claim-today.org
spam,Your medical test results are in. View securely: http://832.gov-secure.net
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://352.updatelink.co
ham,Sending the final report to the SOC team now.
ham,"Hey, let's grab coffee after the team sync?"
ham,I'm uploading the Q1 security audit report now.
ham,Thanks for reviewing the new device policy doc.
spam,Deposit 0.01 BTC and get 10x back instantly: http://998.cryptoearnings.biz
spam,Your medical test results are in. View securely: http://796.updatelink.co
ham,Have you seen the updated incident response flow?
ham,I'll send the logs over after lunch.
spam,You're the lucky winner of our sweepstakes. Confirm details: http://672.auth-fix.com
ham,Don't forget the phishing awareness webinar on Thursday.
ham,I'll send the logs over after lunch.
ham,Can you help troubleshoot the VPN connection later?
ham,Meeting's moved to Friday — updating the calendar.
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Can you help troubleshoot the VPN connection later?
ham,I'll send the logs over after lunch.
ham,"Hey, let's grab coffee after the team sync?"
spam,Your mobile plan will expire soon. Renew now: http://219.gov-secure.net
spam,Insurance claim denied. Appeal by clicking here: http://320.cryptoearnings.biz
ham,Don't forget the phishing awareness webinar on Thursday.
spam,Deposit 0.01 BTC and get 10x back instantly: http://402.updatelink.co
spam,Invoice #44312 needs payment today. See details: http://704.auth-fix.com
spam,Your mobile plan will expire soon. Renew now: http://592.updatelink.co
spam,You're the lucky winner of our sweepstakes. Confirm details: http://75.cryptoearnings.biz
ham,Have you seen the updated incident response flow?
spam,Suspicious SIM change detected. Review your account: http://325.auth-fix.com
spam,Reset your password now or lose access to your account: http://510.gov-secure.net
spam,Your tax return was flagged for fraud. Respond here: http://264.cryptoearnings.biz
spam,Your mobile plan will expire soon. Renew now: http://505.gov-secure.net
spam,Critical security update required. Click to download patch: http://525.updatelink.co
spam,Your medical test results are in. View securely: http://991.auth-fix.com
spam,Your mobile plan will expire soon. Renew now: http://828.cryptoearnings.biz
ham,Sending the final report to the SOC team now.
spam,IRS notice: You owe $821.49 in back taxes. Pay now to avoid legal action: http://338.claim-today.org
ham,Have you seen the updated incident response flow?
ham,Sending the final report to the SOC team now.
spam,Suspicious withdrawal of $3230.62 detected. Verify immediately: http://410.cryptoearnings.biz
spam,Earn free Bitcoin now. Only a few spots left: http://262.claim-today.org
spam,Invoice #44312 needs payment today. See details: http://759.cryptoearnings.biz
ham,I'm uploading the Q1 security audit report now.
spam,Order #517152 cannot be delivered. Reschedule now: http://120.auth-fix.com
spam,Suspicious withdrawal of $4229.85 detected. Verify immediately: http://279.claim-today.org
ham,Meeting's moved to Friday — updating the calendar.
ham,I'm uploading the Q1 security audit report now.
ham,Meeting's moved to Friday — updating the calendar.
ham,I'm uploading the Q1 security audit report now.
ham,Can you help troubleshoot the VPN connection later?
spam,Suspicious withdrawal of $3890.37 detected. Verify immediately: http://546.cryptoearnings.biz
spam,Order #453573 cannot be delivered. Reschedule now: http://216.gov-secure.net
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://235.updatelink.co
spam,Suspicious withdrawal of $2691.34 detected. Verify immediately: http://575.cryptoearnings.biz
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://266.claim-today.org
spam,Your tax return was flagged for fraud. Respond here: http://433.gov-secure.net
ham,Lunch is on me today if you’re free.
ham,Can you help troubleshoot the VPN connection later?
ham,I'm uploading the Q1 security audit report now.
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://871.gov-secure.net
ham,Lunch is on me today if you’re free.
ham,Sending the final report to the SOC team now.
ham,I'll send the logs over after lunch.
spam,Suspicious SIM change detected. Review your account: http://972.gov-secure.net
spam,Suspicious withdrawal of $538.26 detected. Verify immediately: http://14.gov-secure.net
spam,Your tax return was flagged for fraud. Respond here: http://375.gov-secure.net
ham,Sending the final report to the SOC team now.
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://191.cryptoearnings.biz
spam,Invoice #44312 needs payment today. See details: http://516.claim-today.org
spam,Receipt for your $$1702.51 purchase is attached. Open here: http://506.cryptoearnings.biz
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://222.updatelink.co
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://108.updatelink.co
ham,Have you seen the updated incident response flow?
spam,Invoice #44312 needs payment today. See details: http://758.updatelink.co
spam,Your tax return was flagged for fraud. Respond here: http://850.gov-secure.net
ham,Can you help troubleshoot the VPN connection later?
ham,Don't forget the phishing awareness webinar on Thursday.
ham,I'm uploading the Q1 security audit report now.
ham,Lunch is on me today if you’re free.
ham,Thanks for reviewing the new device policy doc.
spam,Insurance claim denied. Appeal by clicking here: http://690.claim-today.org
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://316.gov-secure.net"
spam,Insurance claim denied. Appeal by clicking here: http://680.claim-today.org
ham,Can you help troubleshoot the VPN connection later?
ham,I'll send the logs over after lunch.
spam,Order #620134 cannot be delivered. Reschedule now: http://939.auth-fix.com
ham,Can you help troubleshoot the VPN connection later?
ham,Meeting's moved to Friday — updating the calendar.
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://42.updatelink.co
ham,Don't forget the phishing awareness webinar on Thursday.
ham,I'm uploading the Q1 security audit report now.
ham,Can you help troubleshoot the VPN connection later?
spam,Reset your password now or lose access to your account: http://839.auth-fix.com
spam,Your computer is infected! Call Microsoft Support now: http://746.gov-secure.net
ham,Have you seen the updated incident response flow?
spam,Reset your password now or lose access to your account: http://833.auth-fix.com
ham,"Hey, let's grab coffee after the team sync?"
spam,Critical security update required. Click to download patch: http://774.auth-fix.com
spam,You're the lucky winner of our sweepstakes. Confirm details: http://364.claim-today.org
ham,Meeting's moved to Friday — updating the calendar.
ham,Don't forget the phishing awareness webinar on Thursday.
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://98.gov-secure.net"
ham,Thanks for reviewing the new device policy doc.
spam,Your medical test results are in. View securely: http://712.updatelink.co
ham,I'm uploading the Q1 security audit report now.
spam,IRS notice: You owe $1109.86 in back taxes. Pay now to avoid legal action: http://230.claim-today.org
ham,Sending the final report to the SOC team now.
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://987.auth-fix.com
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://921.cryptoearnings.biz
spam,Your medical test results are in. View securely: http://606.claim-today.org
spam,Your mobile plan will expire soon. Renew now: http://134.auth-fix.com
spam,You're the lucky winner of our sweepstakes. Confirm details: http://466.cryptoearnings.biz
spam,Your mobile plan will expire soon. Renew now: http://261.updatelink.co
ham,Meeting's moved to Friday — updating the calendar.
ham,I'll send the logs over after lunch.
spam,Your computer is infected! Call Microsoft Support now: http://205.auth-fix.com
spam,New sign-in from unknown device. Confirm identity: http://518.gov-secure.net
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Lunch is on me today if you’re free.
ham,I'll send the logs over after lunch.
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://535.gov-secure.net
ham,Lunch is on me today if you’re free.
ham,"Hey, let's grab coffee after the team sync?"
ham,Can you help troubleshoot the VPN connection later?
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://107.updatelink.co"
ham,Thanks for reviewing the new device policy doc.
ham,Have you seen the updated incident response flow?
ham,Lunch is on me today if you’re free.
spam,Order #792322 cannot be delivered. Reschedule now: http://730.cryptoearnings.biz
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://173.updatelink.co
spam,IRS notice: You owe $858.10 in back taxes. Pay now to avoid legal action: http://66.gov-secure.net
spam,Reset your password now or lose access to your account: http://420.cryptoearnings.biz
ham,Don't forget the phishing awareness webinar on Thursday.
spam,Critical security update required. Click to download patch: http://232.cryptoearnings.biz
ham,I'm uploading the Q1 security audit report now.
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://735.cryptoearnings.biz"
ham,Have you seen the updated incident response flow?
ham,Don't forget the phishing awareness webinar on Thursday.
spam,Reset your password now or lose access to your account: http://30.cryptoearnings.biz
ham,Meeting's moved to Friday — updating the calendar.
spam,Suspicious SIM change detected. Review your account: http://979.updatelink.co
ham,"Hey, let's grab coffee after the team sync?"
ham,Sending the final report to the SOC team now.
ham,Don't forget the phishing awareness webinar on Thursday.
ham,I'll send the logs over after lunch.
ham,I'm uploading the Q1 security audit report now.
spam,IRS notice: You owe $1061.74 in back taxes. Pay now to avoid legal action: http://108.gov-secure.net
spam,IRS notice: You owe $1907.69 in back taxes. Pay now to avoid legal action: http://96.claim-today.org
spam,IRS notice: You owe $3721.06 in back taxes. Pay now to avoid legal action: http://211.updatelink.co
spam,Deposit 0.01 BTC and get 10x back instantly: http://446.cryptoearnings.biz
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://447.claim-today.org
spam,You're the lucky winner of our sweepstakes. Confirm details: http://141.gov-secure.net
spam,Deposit 0.01 BTC and get 10x back instantly: http://212.cryptoearnings.biz
ham,Can you help troubleshoot the VPN connection later?
ham,Don't forget the phishing awareness webinar on Thursday.
spam,Suspicious SIM change detected. Review your account: http://814.updatelink.co
ham,I'll send the logs over after lunch.
ham,Sending the final report to the SOC team now.
spam,Your computer is infected! Call Microsoft Support now: http://731.auth-fix.com
spam,Suspicious withdrawal of $3828.26 detected. Verify immediately: http://96.gov-secure.net
spam,Earn free Bitcoin now. Only a few spots left: http://325.cryptoearnings.biz
spam,Receipt for your $$4359.71 purchase is attached. Open here: http://952.claim-today.org
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://49.claim-today.org
spam,New sign-in from unknown device. Confirm identity: http://155.cryptoearnings.biz
spam,Order #635249 cannot be delivered. Reschedule now: http://39.updatelink.co
spam,IRS notice: You owe $3808.15 in back taxes. Pay now to avoid legal action: http://455.updatelink.co
spam,Invoice #44312 needs payment today. See details: http://365.gov-secure.net
spam,Your mobile plan will expire soon. Renew now: http://59.gov-secure.net
spam,Order #922273 cannot be delivered. Reschedule now: http://993.updatelink.co
spam,Reset your password now or lose access to your account: http://86.auth-fix.com
spam,Suspicious withdrawal of $3226.49 detected. Verify immediately: http://22.gov-secure.net
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://902.auth-fix.com
spam,You're the lucky winner of our sweepstakes. Confirm details: http://329.cryptoearnings.biz
ham,I'll send the logs over after lunch.
spam,Critical security update required. Click to download patch: http://801.auth-fix.com
spam,Your tax return was flagged for fraud. Respond here: http://148.updatelink.co
spam,Order #724326 cannot be delivered. Reschedule now: http://91.gov-secure.net
spam,Critical security update required. Click to download patch: http://855.auth-fix.com
ham,Thanks for reviewing the new device policy doc.
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Lunch is on me today if you’re free.
spam,Invoice #44312 needs payment today. See details: http://123.updatelink.co
ham,Have you seen the updated incident response flow?
ham,"Hey, let's grab coffee after the team sync?"
ham,Sending the final report to the SOC team now.
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://485.auth-fix.com"
ham,Lunch is on me today if you’re free.
spam,IRS notice: You owe $1131.82 in back taxes. Pay now to avoid legal action: http://198.cryptoearnings.biz
ham,Thanks for reviewing the new device policy doc.
spam,Earn free Bitcoin now. Only a few spots left: http://709.updatelink.co
ham,Thanks for reviewing the new device policy doc.
ham,Have you seen the updated incident response flow?
spam,Invoice #44312 needs payment today. See details: http://935.claim-today.org
ham,Lunch is on me today if you’re free.
spam,Order #546350 cannot be delivered. Reschedule now: http://369.gov-secure.net
ham,Don't forget the phishing awareness webinar on Thursday.
spam,You're the lucky winner of our sweepstakes. Confirm details: http://814.gov-secure.net
spam,Order #745892 cannot be delivered. Reschedule now: http://282.cryptoearnings.biz
ham,Have you seen the updated incident response flow?
ham,I'll send the logs over after lunch.
spam,Your tax return was flagged for fraud. Respond here: http://285.claim-today.org
ham,Thanks for reviewing the new device policy doc.
ham,I'm uploading the Q1 security audit report now.
spam,Critical security update required. Click to download patch: http://721.claim-today.org
spam,Suspicious withdrawal of $915.61 detected. Verify immediately: http://254.auth-fix.com
spam,Order #301479 cannot be delivered. Reschedule now: http://255.gov-secure.net
spam,You're the lucky winner of our sweepstakes. Confirm details: http://515.updatelink.co
spam,Earn free Bitcoin now. Only a few spots left: http://907.gov-secure.net
ham,Thanks for reviewing the new device policy doc.
ham,Lunch is on me today if you’re free.
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://660.gov-secure.net
ham,Lunch is on me today if you’re free.
ham,"Hey, let's grab coffee after the team sync?"
spam,IRS notice: You owe $1028.57 in back taxes. Pay now to avoid legal action: http://773.auth-fix.com
ham,Have you seen the updated incident response flow?
spam,Order #409078 cannot be delivered. Reschedule now: http://96.auth-fix.com
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://235.gov-secure.net"
ham,Sending the final report to the SOC team now.
ham,Lunch is on me today if you’re free.
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://761.gov-secure.net"
ham,Meeting's moved to Friday — updating the calendar.
spam,New sign-in from unknown device. Confirm identity: http://53.gov-secure.net
ham,Thanks for reviewing the new device policy doc.
ham,Don't forget the phishing awareness webinar on Thursday.
spam,Order #954868 cannot be delivered. Reschedule now: http://496.auth-fix.com
spam,Your medical test results are in. View securely: http://617.cryptoearnings.biz
spam,Your computer is infected! Call Microsoft Support now: http://301.cryptoearnings.biz
ham,I'll send the logs over after lunch.
ham,I'll send the logs over after lunch.
ham,Thanks for reviewing the new device policy doc.
ham,Sending the final report to the SOC team now.
spam,Earn free Bitcoin now. Only a few spots left: http://128.cryptoearnings.biz
ham,Don't forget the phishing awareness webinar on Thursday.
spam,You're the lucky winner of our sweepstakes. Confirm details: http://835.cryptoearnings.biz
ham,Can you help troubleshoot the VPN connection later?
ham,Thanks for reviewing the new device policy doc.
spam,Receipt for your $$1765.55 purchase is attached. Open here: http://93.auth-fix.com
ham,I'll send the logs over after lunch.
ham,Sending the final report to the SOC team now.
ham,Thanks for reviewing the new device policy doc.
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://517.updatelink.co
spam,Your computer is infected! Call Microsoft Support now: http://867.auth-fix.com
spam,Reset your password now or lose access to your account: http://334.claim-today.org
spam,Your tax return was flagged for fraud. Respond here: http://378.claim-today.org
spam,Your computer is infected! Call Microsoft Support now: http://592.claim-today.org
ham,Lunch is on me today if you’re free.
spam,Your medical test results are in. View securely: http://836.auth-fix.com
spam,Reset your password now or lose access to your account: http://959.updatelink.co
ham,I'm uploading the Q1 security audit report now.
ham,Have you seen the updated incident response flow?
spam,Reset your password now or lose access to your account: http://127.auth-fix.com
spam,Order #216202 cannot be delivered. Reschedule now: http://549.claim-today.org
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://976.cryptoearnings.biz"
ham,Thanks for reviewing the new device policy doc.
ham,Don't forget the phishing awareness webinar on Thursday.
ham,I'm uploading the Q1 security audit report now.
ham,Lunch is on me today if you’re free.
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://743.claim-today.org
spam,Insurance claim denied. Appeal by clicking here: http://892.gov-secure.net
ham,Sending the final report to the SOC team now.
ham,Have you seen the updated incident response flow?
ham,Sending the final report to the SOC team now.
ham,Have you seen the updated incident response flow?
spam,Deposit 0.01 BTC and get 10x back instantly: http://714.cryptoearnings.biz
ham,Sending the final report to the SOC team now.
spam,New sign-in from unknown device. Confirm identity: http://165.cryptoearnings.biz
